country,variable,percentile,year,value,age,pop
LT,sptincj992,p90p100,1991,0.2633,992,j
LT,sptincj992,p90p100,1992,0.27900001,992,j
LT,sptincj992,p90p100,1993,0.29449999,992,j
LT,sptincj992,p90p100,1994,0.29499999,992,j
LT,sptincj992,p90p100,1995,0.2929,992,j
LT,sptincj992,p90p100,1996,0.2974,992,j
LT,sptincj992,p90p100,1997,0.2958,992,j
LT,sptincj992,p90p100,1998,0.29210001,992,j
LT,sptincj992,p90p100,1999,0.29179999,992,j
LT,sptincj992,p90p100,2000,0.29499999,992,j
LT,sptincj992,p90p100,2001,0.2987,992,j
LT,sptincj992,p90p100,2002,0.30039999,992,j
LT,sptincj992,p90p100,2003,0.30360001,992,j
LT,sptincj992,p90p100,2004,0.301,992,j
LT,sptincj992,p90p100,2005,0.31479999,992,j
LT,sptincj992,p90p100,2006,0.30160001,992,j
LT,sptincj992,p90p100,2007,0.30849999,992,j
LT,sptincj992,p90p100,2008,0.31310001,992,j
LT,sptincj992,p90p100,2009,0.31549999,992,j
LT,sptincj992,p90p100,2010,0.32339999,992,j
LT,sptincj992,p90p100,2011,0.3012,992,j
LT,sptincj992,p90p100,2012,0.29969999,992,j
LT,sptincj992,p90p100,2013,0.3211,992,j
LT,sptincj992,p90p100,2014,0.32089999,992,j
LT,sptincj992,p90p100,2015,0.33430001,992,j
LT,sptincj992,p90p100,2016,0.3127,992,j
LU,sptincj992,p90p100,1985,0.27500001,992,j
LU,sptincj992,p90p100,1986,0.27900001,992,j
LU,sptincj992,p90p100,1987,0.28049999,992,j
LU,sptincj992,p90p100,1988,0.28130001,992,j
LU,sptincj992,p90p100,1989,0.28310001,992,j
LU,sptincj992,p90p100,1990,0.2825,992,j
LU,sptincj992,p90p100,1991,0.2881,992,j
LU,sptincj992,p90p100,1992,0.28279999,992,j
LU,sptincj992,p90p100,1993,0.2836,992,j
LU,sptincj992,p90p100,1994,0.28060001,992,j
LU,sptincj992,p90p100,1995,0.29049999,992,j
LU,sptincj992,p90p100,1996,0.3001,992,j
LU,sptincj992,p90p100,1997,0.30250001,992,j
LU,sptincj992,p90p100,1998,0.3125,992,j
LU,sptincj992,p90p100,1999,0.2983,992,j
LU,sptincj992,p90p100,2000,0.29359999,992,j
LU,sptincj992,p90p100,2001,0.30930001,992,j
LU,sptincj992,p90p100,2002,0.29960001000000003,992,j
LU,sptincj992,p90p100,2003,0.30410001,992,j
LU,sptincj992,p90p100,2004,0.30759999,992,j
LU,sptincj992,p90p100,2005,0.3136,992,j
LU,sptincj992,p90p100,2006,0.3071,992,j
LU,sptincj992,p90p100,2007,0.3197,992,j
LU,sptincj992,p90p100,2008,0.31389999,992,j
LU,sptincj992,p90p100,2009,0.30149999,992,j
LU,sptincj992,p90p100,2010,0.3105,992,j
LU,sptincj992,p90p100,2011,0.29100001,992,j
LU,sptincj992,p90p100,2012,0.2994,992,j
LU,sptincj992,p90p100,2013,0.29629999,992,j
LU,sptincj992,p90p100,2014,0.29370001,992,j
LU,sptincj992,p90p100,2015,0.29899999,992,j
LU,sptincj992,p90p100,2016,0.30599999,992,j
LV,sptincj992,p90p100,1988,0.21619999,992,j
LV,sptincj992,p90p100,1989,0.2228,992,j
LV,sptincj992,p90p100,1990,0.2286,992,j
LV,sptincj992,p90p100,1991,0.2379,992,j
LV,sptincj992,p90p100,1992,0.2482,992,j
LV,sptincj992,p90p100,1993,0.2597,992,j
LV,sptincj992,p90p100,1994,0.29570001,992,j
LV,sptincj992,p90p100,1995,0.28330001,992,j
LV,sptincj992,p90p100,1996,0.28819999,992,j
LV,sptincj992,p90p100,1997,0.2902,992,j
LV,sptincj992,p90p100,1998,0.29049999,992,j
LV,sptincj992,p90p100,1999,0.28870001,992,j
LV,sptincj992,p90p100,2000,0.3195,992,j
LV,sptincj992,p90p100,2001,0.32190001,992,j
LV,sptincj992,p90p100,2002,0.32589999,992,j
LV,sptincj992,p90p100,2003,0.32929999,992,j
LV,sptincj992,p90p100,2004,0.32769999,992,j
LV,sptincj992,p90p100,2005,0.32210001,992,j
LV,sptincj992,p90p100,2006,0.32949999,992,j
LV,sptincj992,p90p100,2007,0.30000001,992,j
LV,sptincj992,p90p100,2008,0.3107,992,j
LV,sptincj992,p90p100,2009,0.31009999,992,j
LV,sptincj992,p90p100,2010,0.29679999,992,j
LV,sptincj992,p90p100,2011,0.30489999,992,j
LV,sptincj992,p90p100,2012,0.31619999,992,j
LV,sptincj992,p90p100,2013,0.31169999,992,j
LV,sptincj992,p90p100,2014,0.31490001,992,j
LV,sptincj992,p90p100,2015,0.3098,992,j
LV,sptincj992,p90p100,2016,0.30860001,992,j
LY,sptincj992,p90p100,1990,0.4469894034,992,j
LY,sptincj992,p90p100,1991,0.4446470643,992,j
LY,sptincj992,p90p100,1992,0.4422584026,992,j
LY,sptincj992,p90p100,1993,0.4398299575,992,j
LY,sptincj992,p90p100,1994,0.4373705416,992,j
LY,sptincj992,p90p100,1995,0.4348820787,992,j
LY,sptincj992,p90p100,1996,0.4376013016,992,j
LY,sptincj992,p90p100,1997,0.4402985937,992,j
LY,sptincj992,p90p100,1998,0.4429691611,992,j
LY,sptincj992,p90p100,1999,0.4469801839,992,j
LY,sptincj992,p90p100,2000,0.4465516062,992,j
LY,sptincj992,p90p100,2001,0.4448127957,992,j
LY,sptincj992,p90p100,2002,0.4430675673,992,j
LY,sptincj992,p90p100,2003,0.4413130777,992,j
LY,sptincj992,p90p100,2004,0.4395502664,992,j
LY,sptincj992,p90p100,2005,0.4385213093,992,j
LY,sptincj992,p90p100,2006,0.4375584434,992,j
LY,sptincj992,p90p100,2007,0.437143467,992,j
LY,sptincj992,p90p100,2008,0.4378120591,992,j
LY,sptincj992,p90p100,2009,0.4368954259,992,j
LY,sptincj992,p90p100,2010,0.4359816023,992,j
LY,sptincj992,p90p100,2011,0.4310365068,992,j
LY,sptincj992,p90p100,2012,0.4266587338,992,j
LY,sptincj992,p90p100,2013,0.4294661949,992,j
LY,sptincj992,p90p100,2014,0.4328994054,992,j
LY,sptincj992,p90p100,2015,0.4363425592,992,j
LY,sptincj992,p90p100,2016,0.4363519063,992,j
MA,sptincj992,p90p100,1984,0.4970340118,992,j
MA,sptincj992,p90p100,1985,0.4935523744,992,j
MA,sptincj992,p90p100,1986,0.4900707257,992,j
MA,sptincj992,p90p100,1987,0.486589097,992,j
MA,sptincj992,p90p100,1988,0.4831074312,992,j
MA,sptincj992,p90p100,1989,0.4796257957,992,j
MA,sptincj992,p90p100,1990,0.4761441438,992,j
MA,sptincj992,p90p100,1991,0.4760407781,992,j
MA,sptincj992,p90p100,1992,0.4759374051,992,j
MA,sptincj992,p90p100,1993,0.4758340253,992,j
MA,sptincj992,p90p100,1994,0.4757306447,992,j
MA,sptincj992,p90p100,1995,0.4756272697,992,j
MA,sptincj992,p90p100,1996,0.4755238921,992,j
MA,sptincj992,p90p100,1997,0.4754205164,992,j
MA,sptincj992,p90p100,1998,0.4753171344,992,j
MA,sptincj992,p90p100,1999,0.4829100658,992,j
MA,sptincj992,p90p100,2000,0.4905029903,992,j
MA,sptincj992,p90p100,2001,0.4929322877,992,j
MA,sptincj992,p90p100,2002,0.4953615833,992,j
MA,sptincj992,p90p100,2003,0.4977908813,992,j
MA,sptincj992,p90p100,2004,0.500220181,992,j
MA,sptincj992,p90p100,2005,0.5026494705,992,j
MA,sptincj992,p90p100,2006,0.5050787692,992,j
MA,sptincj992,p90p100,2007,0.5106602936,992,j
MA,sptincj992,p90p100,2008,0.5069033577,992,j
MA,sptincj992,p90p100,2009,0.5031464286,992,j
MA,sptincj992,p90p100,2010,0.4993894899,992,j
MA,sptincj992,p90p100,2011,0.4956325599,992,j
MA,sptincj992,p90p100,2012,0.4918756212,992,j
MA,sptincj992,p90p100,2013,0.4881186805,992,j
MA,sptincj992,p90p100,2014,0.4881186805,992,j
MA,sptincj992,p90p100,2015,0.4881186805,992,j
MA,sptincj992,p90p100,2016,0.4881186805,992,j
MD,sptincj992,p90p100,1993,0.2676,992,j
MD,sptincj992,p90p100,1997,0.3127,992,j
MD,sptincj992,p90p100,1998,0.3175,992,j
MD,sptincj992,p90p100,1999,0.3457,992,j
MD,sptincj992,p90p100,2000,0.3251,992,j
MD,sptincj992,p90p100,2001,0.32210001,992,j
MD,sptincj992,p90p100,2002,0.31259999,992,j
MD,sptincj992,p90p100,2003,0.31099999,992,j
MD,sptincj992,p90p100,2004,0.31169999,992,j
MD,sptincj992,p90p100,2005,0.31560001,992,j
MD,sptincj992,p90p100,2006,0.3127,992,j
MD,sptincj992,p90p100,2007,0.30849999,992,j
MD,sptincj992,p90p100,2008,0.29170001,992,j
MD,sptincj992,p90p100,2009,0.28279999,992,j
MD,sptincj992,p90p100,2010,0.2834,992,j
MD,sptincj992,p90p100,2011,0.2746,992,j
MD,sptincj992,p90p100,2012,0.27070001,992,j
MD,sptincj992,p90p100,2013,0.2678,992,j
MD,sptincj992,p90p100,2014,0.26440001,992,j
MD,sptincj992,p90p100,2015,0.26530001,992,j
ME,sptincj992,p90p100,1983,0.23899999,992,j
ME,sptincj992,p90p100,1984,0.2463,992,j
ME,sptincj992,p90p100,1985,0.2413,992,j
ME,sptincj992,p90p100,1986,0.2394,992,j
ME,sptincj992,p90p100,1987,0.2458,992,j
ME,sptincj992,p90p100,1988,0.2386,992,j
ME,sptincj992,p90p100,1989,0.23649999,992,j
ME,sptincj992,p90p100,1990,0.23450001,992,j
ME,sptincj992,p90p100,2005,0.28279999,992,j
ME,sptincj992,p90p100,2006,0.27810001,992,j
ME,sptincj992,p90p100,2007,0.2832,992,j
ME,sptincj992,p90p100,2008,0.28470001,992,j
ME,sptincj992,p90p100,2009,0.28119999,992,j
ME,sptincj992,p90p100,2010,0.2696,992,j
ME,sptincj992,p90p100,2011,0.2825,992,j
ME,sptincj992,p90p100,2012,0.2807,992,j
ME,sptincj992,p90p100,2013,0.28130001,992,j
ME,sptincj992,p90p100,2014,0.2872,992,j
MG,sptincj992,p90p100,1980,0.54623738,992,j
MG,sptincj992,p90p100,1981,0.5473064145,992,j
MG,sptincj992,p90p100,1982,0.5483754564,992,j
MG,sptincj992,p90p100,1983,0.5494444928,992,j
MG,sptincj992,p90p100,1984,0.5505135347,992,j
MG,sptincj992,p90p100,1985,0.5515825622,992,j
MG,sptincj992,p90p100,1986,0.5526516044,992,j
MG,sptincj992,p90p100,1987,0.55372064,992,j
MG,sptincj992,p90p100,1988,0.5547896797,992,j
MG,sptincj992,p90p100,1989,0.5558587129,992,j
MG,sptincj992,p90p100,1990,0.5569277555,992,j
MG,sptincj992,p90p100,1991,0.5579967725,992,j
MG,sptincj992,p90p100,1992,0.55906582,992,j
MG,sptincj992,p90p100,1993,0.5601348516,992,j
MG,sptincj992,p90p100,1994,0.5363238048,992,j
MG,sptincj992,p90p100,1995,0.5125127535,992,j
MG,sptincj992,p90p100,1996,0.4887016915,992,j
MG,sptincj992,p90p100,1997,0.4648906363,992,j
MG,sptincj992,p90p100,1998,0.4549670573,992,j
MG,sptincj992,p90p100,1999,0.4450434996,992,j
MG,sptincj992,p90p100,2000,0.4892470186,992,j
MG,sptincj992,p90p100,2001,0.5334505271,992,j
MG,sptincj992,p90p100,2002,0.5249272936,992,j
MG,sptincj992,p90p100,2003,0.5164040628,992,j
MG,sptincj992,p90p100,2004,0.5078808219,992,j
MG,sptincj992,p90p100,2005,0.4993575941,992,j
MG,sptincj992,p90p100,2006,0.5032374891,992,j
MG,sptincj992,p90p100,2007,0.5071173825,992,j
MG,sptincj992,p90p100,2008,0.5109972685,992,j
MG,sptincj992,p90p100,2009,0.5148771601,992,j
MG,sptincj992,p90p100,2010,0.5187570493,992,j
MG,sptincj992,p90p100,2011,0.510668885,992,j
MG,sptincj992,p90p100,2012,0.502580733,992,j
MG,sptincj992,p90p100,2013,0.502580733,992,j
MG,sptincj992,p90p100,2014,0.502580733,992,j
MG,sptincj992,p90p100,2015,0.502580733,992,j
MG,sptincj992,p90p100,2016,0.502580733,992,j
MK,sptincj992,p90p100,1983,0.2326,992,j
MK,sptincj992,p90p100,1984,0.2402,992,j
MK,sptincj992,p90p100,1985,0.23549999,992,j
MK,sptincj992,p90p100,1986,0.23450001,992,j
MK,sptincj992,p90p100,1987,0.2402,992,j
MK,sptincj992,p90p100,1988,0.2332,992,j
MK,sptincj992,p90p100,1989,0.2307,992,j
MK,sptincj992,p90p100,1990,0.229,992,j
MK,sptincj992,p90p100,1995,0.27039999,992,j
MK,sptincj992,p90p100,1996,0.27689999,992,j
MK,sptincj992,p90p100,1997,0.2784,992,j
MK,sptincj992,p90p100,1998,0.27919999,992,j
MK,sptincj992,p90p100,1999,0.27680001,992,j
MK,sptincj992,p90p100,2000,0.2721,992,j
MK,sptincj992,p90p100,2001,0.27239999,992,j
MK,sptincj992,p90p100,2002,0.26300001,992,j
MK,sptincj992,p90p100,2003,0.26190001,992,j
MK,sptincj992,p90p100,2004,0.26629999,992,j
MK,sptincj992,p90p100,2005,0.27200001,992,j
MK,sptincj992,p90p100,2006,0.27810001,992,j
MK,sptincj992,p90p100,2007,0.28040001,992,j
MK,sptincj992,p90p100,2008,0.28639999,992,j
MK,sptincj992,p90p100,2009,0.28749999,992,j
MK,sptincj992,p90p100,2010,0.29100001,992,j
MK,sptincj992,p90p100,2011,0.2949,992,j
MK,sptincj992,p90p100,2012,0.28889999,992,j
MK,sptincj992,p90p100,2013,0.28240001,992,j
MK,sptincj992,p90p100,2014,0.27610001,992,j
ML,sptincj992,p90p100,1990,0.5811846803,992,j
ML,sptincj992,p90p100,1991,0.5811846803,992,j
ML,sptincj992,p90p100,1992,0.5811846803,992,j
ML,sptincj992,p90p100,1993,0.5811846803,992,j
ML,sptincj992,p90p100,1994,0.5811846803,992,j
ML,sptincj992,p90p100,1995,0.5641466647,992,j
ML,sptincj992,p90p100,1996,0.5471086712,992,j
ML,sptincj992,p90p100,1997,0.5300706559,992,j
ML,sptincj992,p90p100,1998,0.5130326426,992,j
ML,sptincj992,p90p100,1999,0.4959946283,992,j
ML,sptincj992,p90p100,2000,0.4789566356,992,j
ML,sptincj992,p90p100,2001,0.4619186174,992,j
ML,sptincj992,p90p100,2002,0.462238322,992,j
ML,sptincj992,p90p100,2003,0.4625579896,992,j
ML,sptincj992,p90p100,2004,0.4628776931,992,j
ML,sptincj992,p90p100,2005,0.4631973906,992,j
ML,sptincj992,p90p100,2006,0.4635170845,992,j
ML,sptincj992,p90p100,2007,0.4442348132,992,j
ML,sptincj992,p90p100,2008,0.4249525369,992,j
ML,sptincj992,p90p100,2009,0.4056702481,992,j
ML,sptincj992,p90p100,2010,0.4056702481,992,j
ML,sptincj992,p90p100,2011,0.4056702481,992,j
ML,sptincj992,p90p100,2012,0.4056702481,992,j
ML,sptincj992,p90p100,2013,0.4056702481,992,j
ML,sptincj992,p90p100,2014,0.4056702481,992,j
ML,sptincj992,p90p100,2015,0.4056702481,992,j
ML,sptincj992,p90p100,2016,0.4056702481,992,j
MR,sptincj992,p90p100,1987,0.4804913834,992,j
MR,sptincj992,p90p100,1988,0.5037561067,992,j
MR,sptincj992,p90p100,1989,0.5270208124,992,j
MR,sptincj992,p90p100,1990,0.5502855381,992,j
MR,sptincj992,p90p100,1991,0.5735502401,992,j
MR,sptincj992,p90p100,1992,0.5968149637,992,j
MR,sptincj992,p90p100,1993,0.6200796892,992,j
MR,sptincj992,p90p100,1994,0.5322012899,992,j
MR,sptincj992,p90p100,1995,0.4443228927,992,j
MR,sptincj992,p90p100,1996,0.4456610874,992,j
MR,sptincj992,p90p100,1997,0.4469992908,992,j
MR,sptincj992,p90p100,1998,0.4483374925,992,j
MR,sptincj992,p90p100,1999,0.4496756868,992,j
MR,sptincj992,p90p100,2000,0.4510138869,992,j
MR,sptincj992,p90p100,2001,0.4631657105,992,j
MR,sptincj992,p90p100,2002,0.4753175445,992,j
MR,sptincj992,p90p100,2003,0.4874693763,992,j
MR,sptincj992,p90p100,2004,0.499621205,992,j
MR,sptincj992,p90p100,2005,0.4771567333,992,j
MR,sptincj992,p90p100,2006,0.4546922449,992,j
MR,sptincj992,p90p100,2007,0.4322277669,992,j
MR,sptincj992,p90p100,2008,0.4097633092,992,j
MR,sptincj992,p90p100,2009,0.4079269351,992,j
MR,sptincj992,p90p100,2010,0.4060905505,992,j
MR,sptincj992,p90p100,2011,0.4042541791,992,j
MR,sptincj992,p90p100,2012,0.402417805,992,j
MR,sptincj992,p90p100,2013,0.4005814338,992,j
MR,sptincj992,p90p100,2014,0.3987450505,992,j
MR,sptincj992,p90p100,2015,0.3987450505,992,j
MR,sptincj992,p90p100,2016,0.3987450505,992,j
MT,sptincj992,p90p100,2007,0.24959999,992,j
MT,sptincj992,p90p100,2008,0.2687,992,j
MT,sptincj992,p90p100,2009,0.26840001,992,j
MT,sptincj992,p90p100,2010,0.28259999,992,j
MT,sptincj992,p90p100,2011,0.27500001,992,j
MT,sptincj992,p90p100,2012,0.28439999,992,j
MT,sptincj992,p90p100,2013,0.30950001,992,j
MT,sptincj992,p90p100,2014,0.31420001,992,j
MT,sptincj992,p90p100,2015,0.31760001,992,j
MT,sptincj992,p90p100,2016,0.32229999,992,j
MU,sptincj992,p90p100,1990,0.4508900074,992,j
MU,sptincj992,p90p100,1991,0.4508900074,992,j
MU,sptincj992,p90p100,1992,0.4508900074,992,j
MU,sptincj992,p90p100,1993,0.4508900074,992,j
MU,sptincj992,p90p100,1994,0.4508900074,992,j
MU,sptincj992,p90p100,1995,0.4508900074,992,j
MU,sptincj992,p90p100,1996,0.4508900074,992,j
MU,sptincj992,p90p100,1997,0.4508900074,992,j
MU,sptincj992,p90p100,1998,0.4508900074,992,j
MU,sptincj992,p90p100,1999,0.4508900074,992,j
MU,sptincj992,p90p100,2000,0.4508900074,992,j
MU,sptincj992,p90p100,2001,0.4508900074,992,j
MU,sptincj992,p90p100,2002,0.4508900074,992,j
MU,sptincj992,p90p100,2003,0.4508900074,992,j
MU,sptincj992,p90p100,2004,0.4508900074,992,j
MU,sptincj992,p90p100,2005,0.4508900074,992,j
MU,sptincj992,p90p100,2006,0.4508900074,992,j
MU,sptincj992,p90p100,2007,0.4516613227,992,j
MU,sptincj992,p90p100,2008,0.4524326427,992,j
MU,sptincj992,p90p100,2009,0.453203978,992,j
MU,sptincj992,p90p100,2010,0.4539752883,992,j
MU,sptincj992,p90p100,2011,0.4547466052,992,j
MU,sptincj992,p90p100,2012,0.4555179256,992,j
MU,sptincj992,p90p100,2013,0.4555179256,992,j
MU,sptincj992,p90p100,2014,0.4555179256,992,j
MU,sptincj992,p90p100,2015,0.4555179256,992,j
MU,sptincj992,p90p100,2016,0.4555179256,992,j
MW,sptincj992,p90p100,1990,0.7987439004,992,j
MW,sptincj992,p90p100,1991,0.7987439004,992,j
MW,sptincj992,p90p100,1992,0.7987439004,992,j
MW,sptincj992,p90p100,1993,0.7987439004,992,j
MW,sptincj992,p90p100,1994,0.7987439004,992,j
MW,sptincj992,p90p100,1995,0.7987439004,992,j
MW,sptincj992,p90p100,1996,0.7987439004,992,j
MW,sptincj992,p90p100,1997,0.7987439004,992,j
MW,sptincj992,p90p100,1998,0.7570207878,992,j
MW,sptincj992,p90p100,1999,0.715297665,992,j
MW,sptincj992,p90p100,2000,0.6735745475,992,j
MW,sptincj992,p90p100,2001,0.6318514352,992,j
MW,sptincj992,p90p100,2002,0.5901283293,992,j
MW,sptincj992,p90p100,2003,0.5484051988,992,j
MW,sptincj992,p90p100,2004,0.506682085,992,j
MW,sptincj992,p90p100,2005,0.5139781317,992,j
MW,sptincj992,p90p100,2006,0.5212741696,992,j
MW,sptincj992,p90p100,2007,0.528570201,992,j
MW,sptincj992,p90p100,2008,0.5358662393,992,j
MW,sptincj992,p90p100,2009,0.5431622859,992,j
MW,sptincj992,p90p100,2010,0.5504583271,992,j
MW,sptincj992,p90p100,2011,0.5551299719,992,j
MW,sptincj992,p90p100,2012,0.5598016287,992,j
MW,sptincj992,p90p100,2013,0.5644732845,992,j
MW,sptincj992,p90p100,2014,0.5691449316,992,j
MW,sptincj992,p90p100,2015,0.5738165847,992,j
MW,sptincj992,p90p100,2016,0.5784882451,992,j
MZ,sptincj992,p90p100,1990,0.6160555955,992,j
MZ,sptincj992,p90p100,1991,0.6160555955,992,j
MZ,sptincj992,p90p100,1992,0.6160555955,992,j
MZ,sptincj992,p90p100,1993,0.6160555955,992,j
MZ,sptincj992,p90p100,1994,0.6160555955,992,j
MZ,sptincj992,p90p100,1995,0.6160555955,992,j
MZ,sptincj992,p90p100,1996,0.6160555955,992,j
MZ,sptincj992,p90p100,1997,0.6102753854,992,j
MZ,sptincj992,p90p100,1998,0.6044951594,992,j
MZ,sptincj992,p90p100,1999,0.5987149334,992,j
MZ,sptincj992,p90p100,2000,0.5929347181,992,j
MZ,sptincj992,p90p100,2001,0.5871545074,992,j
MZ,sptincj992,p90p100,2002,0.5813742807,992,j
MZ,sptincj992,p90p100,2003,0.575094269,992,j
MZ,sptincj992,p90p100,2004,0.568814269,992,j
MZ,sptincj992,p90p100,2005,0.5625342587,992,j
MZ,sptincj992,p90p100,2006,0.5562542491,992,j
MZ,sptincj992,p90p100,2007,0.5499742383,992,j
MZ,sptincj992,p90p100,2008,0.5518760603,992,j
MZ,sptincj992,p90p100,2009,0.5669473885,992,j
MZ,sptincj992,p90p100,2010,0.5820187075,992,j
MZ,sptincj992,p90p100,2011,0.5970899987,992,j
MZ,sptincj992,p90p100,2012,0.6121613218,992,j
MZ,sptincj992,p90p100,2013,0.6272326475,992,j
MZ,sptincj992,p90p100,2014,0.6423039506,992,j
MZ,sptincj992,p90p100,2015,0.6423039506,992,j
MZ,sptincj992,p90p100,2016,0.6423039506,992,j
NA,sptincj992,p90p100,1990,0.7124869133,992,j
NA,sptincj992,p90p100,1991,0.7124869133,992,j
NA,sptincj992,p90p100,1992,0.7124869133,992,j
NA,sptincj992,p90p100,1993,0.7124869133,992,j
NA,sptincj992,p90p100,1994,0.7124869133,992,j
NA,sptincj992,p90p100,1995,0.7124869133,992,j
NA,sptincj992,p90p100,1996,0.7124869133,992,j
NA,sptincj992,p90p100,1997,0.7124869133,992,j
NA,sptincj992,p90p100,1998,0.7124869133,992,j
NA,sptincj992,p90p100,1999,0.7124869133,992,j
NA,sptincj992,p90p100,2000,0.7124869133,992,j
NA,sptincj992,p90p100,2001,0.7124869133,992,j
NA,sptincj992,p90p100,2002,0.7124869133,992,j
NA,sptincj992,p90p100,2003,0.7124869133,992,j
NA,sptincj992,p90p100,2004,0.7085530235,992,j
NA,sptincj992,p90p100,2005,0.7046191227,992,j
NA,sptincj992,p90p100,2006,0.7006852315,992,j
NA,sptincj992,p90p100,2007,0.6967513084,992,j
NA,sptincj992,p90p100,2008,0.6928174223,992,j
NA,sptincj992,p90p100,2009,0.6888835345,992,j
NA,sptincj992,p90p100,2010,0.6806920219,992,j
NA,sptincj992,p90p100,2011,0.6725005053,992,j
NA,sptincj992,p90p100,2012,0.6643090034,992,j
NA,sptincj992,p90p100,2013,0.6561174966,992,j
NA,sptincj992,p90p100,2014,0.6479259885,992,j
NA,sptincj992,p90p100,2015,0.6397344745,992,j
NA,sptincj992,p90p100,2016,0.6397344745,992,j
NE,sptincj992,p90p100,1990,0.4605340398,992,j
NE,sptincj992,p90p100,1991,0.4605340398,992,j
NE,sptincj992,p90p100,1992,0.4605340398,992,j
NE,sptincj992,p90p100,1993,0.4776200662,992,j
NE,sptincj992,p90p100,1994,0.4947060896,992,j
NE,sptincj992,p90p100,1995,0.4994510422,992,j
NE,sptincj992,p90p100,1996,0.5041959846,992,j
NE,sptincj992,p90p100,1997,0.5089409504,992,j
NE,sptincj992,p90p100,1998,0.513685901,992,j
NE,sptincj992,p90p100,1999,0.5184308456,992,j
NE,sptincj992,p90p100,2000,0.5231758056,992,j
NE,sptincj992,p90p100,2001,0.5279207596,992,j
NE,sptincj992,p90p100,2002,0.5326657057,992,j
NE,sptincj992,p90p100,2003,0.5374106619,992,j
NE,sptincj992,p90p100,2004,0.5421556194,992,j
NE,sptincj992,p90p100,2005,0.5469005677,992,j
NE,sptincj992,p90p100,2006,0.5175027491,992,j
NE,sptincj992,p90p100,2007,0.4881049294,992,j
NE,sptincj992,p90p100,2008,0.4720588193,992,j
NE,sptincj992,p90p100,2009,0.4560127112,992,j
NE,sptincj992,p90p100,2010,0.4399666007,992,j
NE,sptincj992,p90p100,2011,0.4239204798,992,j
NE,sptincj992,p90p100,2012,0.4245880804,992,j
NE,sptincj992,p90p100,2013,0.42525567,992,j
NE,sptincj992,p90p100,2014,0.4259232652,992,j
NE,sptincj992,p90p100,2015,0.4259232652,992,j
NE,sptincj992,p90p100,2016,0.4259232652,992,j
NG,sptincj992,p90p100,1985,0.4357032237,992,j
NG,sptincj992,p90p100,1986,0.4399339757,992,j
NG,sptincj992,p90p100,1987,0.4441647274,992,j
NG,sptincj992,p90p100,1988,0.4483954764,992,j
NG,sptincj992,p90p100,1989,0.4526262317,992,j
NG,sptincj992,p90p100,1990,0.456856978,992,j
NG,sptincj992,p90p100,1991,0.4610877245,992,j
NG,sptincj992,p90p100,1992,0.465318476,992,j
NG,sptincj992,p90p100,1993,0.4646447927,992,j
NG,sptincj992,p90p100,1994,0.4639710989,992,j
NG,sptincj992,p90p100,1995,0.4632974167,992,j
NG,sptincj992,p90p100,1996,0.4626237275,992,j
NG,sptincj992,p90p100,1997,0.4619500433,992,j
NG,sptincj992,p90p100,1998,0.4612763576,992,j
NG,sptincj992,p90p100,1999,0.4606026728,992,j
NG,sptincj992,p90p100,2000,0.4599289859,992,j
NG,sptincj992,p90p100,2001,0.4592552974,992,j
NG,sptincj992,p90p100,2002,0.4585816041,992,j
NG,sptincj992,p90p100,2003,0.4579079168,992,j
NG,sptincj992,p90p100,2004,0.4637601571,992,j
NG,sptincj992,p90p100,2005,0.4696124154,992,j
NG,sptincj992,p90p100,2006,0.475464673,992,j
NG,sptincj992,p90p100,2007,0.4813169198,992,j
NG,sptincj992,p90p100,2008,0.487169178,992,j
NG,sptincj992,p90p100,2009,0.4930214179,992,j
NG,sptincj992,p90p100,2010,0.4930214179,992,j
NG,sptincj992,p90p100,2011,0.4930214179,992,j
NG,sptincj992,p90p100,2012,0.4930214179,992,j
NG,sptincj992,p90p100,2013,0.4930214179,992,j
NG,sptincj992,p90p100,2014,0.4930214179,992,j
NG,sptincj992,p90p100,2015,0.4930214179,992,j
NG,sptincj992,p90p100,2016,0.4930214179,992,j
NL,sptincj992,p90p100,1980,0.2465,992,j
NL,sptincj992,p90p100,1981,0.2476,992,j
NL,sptincj992,p90p100,1982,0.2489,992,j
NL,sptincj992,p90p100,1983,0.25040001,992,j
NL,sptincj992,p90p100,1984,0.25189999,992,j
NL,sptincj992,p90p100,1985,0.25279999,992,j
NL,sptincj992,p90p100,1986,0.25170001,992,j
NL,sptincj992,p90p100,1987,0.25060001,992,j
NL,sptincj992,p90p100,1988,0.24969999,992,j
NL,sptincj992,p90p100,1989,0.24879999,992,j
NL,sptincj992,p90p100,1990,0.24600001,992,j
NL,sptincj992,p90p100,1991,0.24529999,992,j
NL,sptincj992,p90p100,1992,0.24420001,992,j
NL,sptincj992,p90p100,1993,0.2441,992,j
NL,sptincj992,p90p100,1994,0.2466,992,j
NL,sptincj992,p90p100,1995,0.248,992,j
NL,sptincj992,p90p100,1996,0.2464,992,j
NL,sptincj992,p90p100,1997,0.2463,992,j
NL,sptincj992,p90p100,1998,0.2448,992,j
NL,sptincj992,p90p100,1999,0.24510001,992,j
NL,sptincj992,p90p100,2000,0.2446,992,j
NL,sptincj992,p90p100,2001,0.2577,992,j
NL,sptincj992,p90p100,2002,0.25870001,992,j
NL,sptincj992,p90p100,2003,0.2588,992,j
