country,variable,percentile,year,value,age,pop
NL,sptincj992,p90p100,2004,0.26359999,992,j
NL,sptincj992,p90p100,2005,0.26550001,992,j
NL,sptincj992,p90p100,2006,0.2665,992,j
NL,sptincj992,p90p100,2007,0.2773,992,j
NL,sptincj992,p90p100,2008,0.2667,992,j
NL,sptincj992,p90p100,2009,0.26280001,992,j
NL,sptincj992,p90p100,2010,0.26230001,992,j
NL,sptincj992,p90p100,2011,0.26390001,992,j
NL,sptincj992,p90p100,2012,0.2633,992,j
NL,sptincj992,p90p100,2013,0.26859999,992,j
NL,sptincj992,p90p100,2014,0.27540001,992,j
NL,sptincj992,p90p100,2015,0.28580001,992,j
NL,sptincj992,p90p100,2016,0.2791,992,j
NO,sptincj992,p90p100,1980,0.2431,992,j
NO,sptincj992,p90p100,1981,0.2383,992,j
NO,sptincj992,p90p100,1982,0.2349,992,j
NO,sptincj992,p90p100,1983,0.23029999,992,j
NO,sptincj992,p90p100,1984,0.2326,992,j
NO,sptincj992,p90p100,1985,0.2334,992,j
NO,sptincj992,p90p100,1986,0.21520001,992,j
NO,sptincj992,p90p100,1987,0.2137,992,j
NO,sptincj992,p90p100,1988,0.20730001,992,j
NO,sptincj992,p90p100,1989,0.207,992,j
NO,sptincj992,p90p100,1990,0.20999999,992,j
NO,sptincj992,p90p100,1991,0.21080001,992,j
NO,sptincj992,p90p100,1992,0.2186,992,j
NO,sptincj992,p90p100,1993,0.23469999,992,j
NO,sptincj992,p90p100,1994,0.24529999,992,j
NO,sptincj992,p90p100,1995,0.2449,992,j
NO,sptincj992,p90p100,1996,0.25760001,992,j
NO,sptincj992,p90p100,1997,0.26890001,992,j
NO,sptincj992,p90p100,1998,0.25299999,992,j
NO,sptincj992,p90p100,1999,0.25999999,992,j
NO,sptincj992,p90p100,2000,0.2811,992,j
NO,sptincj992,p90p100,2001,0.25659999,992,j
NO,sptincj992,p90p100,2002,0.26660001,992,j
NO,sptincj992,p90p100,2003,0.273,992,j
NO,sptincj992,p90p100,2004,0.28870001,992,j
NO,sptincj992,p90p100,2005,0.32710001,992,j
NO,sptincj992,p90p100,2006,0.27180001,992,j
NO,sptincj992,p90p100,2007,0.2753,992,j
NO,sptincj992,p90p100,2008,0.27540001,992,j
NO,sptincj992,p90p100,2009,0.26440001,992,j
NO,sptincj992,p90p100,2010,0.27200001,992,j
NO,sptincj992,p90p100,2011,0.2744,992,j
NO,sptincj992,p90p100,2012,0.26890001,992,j
NO,sptincj992,p90p100,2013,0.26699999,992,j
NO,sptincj992,p90p100,2014,0.27340001,992,j
NO,sptincj992,p90p100,2015,0.26539999,992,j
NO,sptincj992,p90p100,2016,0.27520001,992,j
OM,sptincj992,p90p100,1990,0.56099999,992,j
OM,sptincj992,p90p100,1991,0.56099999,992,j
OM,sptincj992,p90p100,1992,0.56099999,992,j
OM,sptincj992,p90p100,1993,0.56099999,992,j
OM,sptincj992,p90p100,1994,0.56099999,992,j
OM,sptincj992,p90p100,1995,0.56089997,992,j
OM,sptincj992,p90p100,1996,0.56089997,992,j
OM,sptincj992,p90p100,1997,0.56089997,992,j
OM,sptincj992,p90p100,1998,0.56080002,992,j
OM,sptincj992,p90p100,1999,0.56080002,992,j
OM,sptincj992,p90p100,2000,0.5607,992,j
OM,sptincj992,p90p100,2001,0.5607,992,j
OM,sptincj992,p90p100,2002,0.56059998,992,j
OM,sptincj992,p90p100,2003,0.55489999,992,j
OM,sptincj992,p90p100,2004,0.5589,992,j
OM,sptincj992,p90p100,2005,0.5607,992,j
OM,sptincj992,p90p100,2006,0.56,992,j
OM,sptincj992,p90p100,2007,0.56599998,992,j
OM,sptincj992,p90p100,2008,0.56800002,992,j
OM,sptincj992,p90p100,2009,0.58429998,992,j
OM,sptincj992,p90p100,2010,0.56669998,992,j
OM,sptincj992,p90p100,2011,0.58770001,992,j
OM,sptincj992,p90p100,2012,0.59710002,992,j
OM,sptincj992,p90p100,2013,0.60210001,992,j
OM,sptincj992,p90p100,2014,0.60170001,992,j
OM,sptincj992,p90p100,2015,0.60280001,992,j
OM,sptincj992,p90p100,2016,0.60530001,992,j
PL,sptincj992,p90p100,1983,0.2183,992,j
PL,sptincj992,p90p100,1984,0.2261,992,j
PL,sptincj992,p90p100,1985,0.22149999,992,j
PL,sptincj992,p90p100,1986,0.2228,992,j
PL,sptincj992,p90p100,1987,0.2176,992,j
PL,sptincj992,p90p100,1988,0.2138,992,j
PL,sptincj992,p90p100,1989,0.22570001,992,j
PL,sptincj992,p90p100,1992,0.26449999,992,j
PL,sptincj992,p90p100,1993,0.27200001,992,j
PL,sptincj992,p90p100,1994,0.2965,992,j
PL,sptincj992,p90p100,1995,0.3204,992,j
PL,sptincj992,p90p100,1996,0.3141,992,j
PL,sptincj992,p90p100,1997,0.3096,992,j
PL,sptincj992,p90p100,1998,0.31940001,992,j
PL,sptincj992,p90p100,1999,0.31040001,992,j
PL,sptincj992,p90p100,2000,0.32449999,992,j
PL,sptincj992,p90p100,2001,0.3215,992,j
PL,sptincj992,p90p100,2002,0.331,992,j
PL,sptincj992,p90p100,2003,0.33430001,992,j
PL,sptincj992,p90p100,2004,0.34040001,992,j
PL,sptincj992,p90p100,2005,0.34720001,992,j
PL,sptincj992,p90p100,2006,0.35499999,992,j
PL,sptincj992,p90p100,2007,0.35949999,992,j
PL,sptincj992,p90p100,2008,0.35980001,992,j
PL,sptincj992,p90p100,2009,0.3488,992,j
PL,sptincj992,p90p100,2010,0.34729999,992,j
PL,sptincj992,p90p100,2011,0.3495,992,j
PL,sptincj992,p90p100,2012,0.34979999,992,j
PL,sptincj992,p90p100,2013,0.3466,992,j
PL,sptincj992,p90p100,2014,0.34799999,992,j
PL,sptincj992,p90p100,2015,0.34619999,992,j
PS,sptincj992,p90p100,1990,0.48010001,992,j
PS,sptincj992,p90p100,1991,0.48010001,992,j
PS,sptincj992,p90p100,1992,0.48010001,992,j
PS,sptincj992,p90p100,1993,0.48010001,992,j
PS,sptincj992,p90p100,1994,0.48010001,992,j
PS,sptincj992,p90p100,1995,0.48010001,992,j
PS,sptincj992,p90p100,1996,0.48010001,992,j
PS,sptincj992,p90p100,1997,0.4822,992,j
PS,sptincj992,p90p100,1998,0.48570001,992,j
PS,sptincj992,p90p100,1999,0.48570001,992,j
PS,sptincj992,p90p100,2000,0.48570001,992,j
PS,sptincj992,p90p100,2001,0.48570001,992,j
PS,sptincj992,p90p100,2002,0.48980001,992,j
PS,sptincj992,p90p100,2003,0.48980001,992,j
PS,sptincj992,p90p100,2004,0.48980001,992,j
PS,sptincj992,p90p100,2005,0.4989,992,j
PS,sptincj992,p90p100,2006,0.4998,992,j
PS,sptincj992,p90p100,2007,0.52429998,992,j
PS,sptincj992,p90p100,2008,0.49990001,992,j
PS,sptincj992,p90p100,2009,0.49990001,992,j
PS,sptincj992,p90p100,2010,0.52029997,992,j
PS,sptincj992,p90p100,2011,0.50510001,992,j
PS,sptincj992,p90p100,2012,0.50510001,992,j
PS,sptincj992,p90p100,2013,0.50510001,992,j
PS,sptincj992,p90p100,2014,0.50510001,992,j
PS,sptincj992,p90p100,2015,0.50510001,992,j
PS,sptincj992,p90p100,2016,0.50510001,992,j
PT,sptincj992,p90p100,1980,0.2753,992,j
PT,sptincj992,p90p100,1981,0.25569999,992,j
PT,sptincj992,p90p100,1982,0.25080001,992,j
PT,sptincj992,p90p100,1983,0.28420001,992,j
PT,sptincj992,p90p100,1984,0.29550001,992,j
PT,sptincj992,p90p100,1985,0.29980001,992,j
PT,sptincj992,p90p100,1986,0.30610001,992,j
PT,sptincj992,p90p100,1987,0.3053,992,j
PT,sptincj992,p90p100,1988,0.31389999,992,j
PT,sptincj992,p90p100,1989,0.31110001,992,j
PT,sptincj992,p90p100,1990,0.31020001,992,j
PT,sptincj992,p90p100,1991,0.32030001,992,j
PT,sptincj992,p90p100,1992,0.32620001,992,j
PT,sptincj992,p90p100,1993,0.33860001,992,j
PT,sptincj992,p90p100,1994,0.3414,992,j
PT,sptincj992,p90p100,1995,0.3441,992,j
PT,sptincj992,p90p100,1996,0.3353,992,j
PT,sptincj992,p90p100,1997,0.33939999,992,j
PT,sptincj992,p90p100,1998,0.33829999,992,j
PT,sptincj992,p90p100,1999,0.34599999,992,j
PT,sptincj992,p90p100,2000,0.34220001,992,j
PT,sptincj992,p90p100,2001,0.3567,992,j
PT,sptincj992,p90p100,2002,0.34580001,992,j
PT,sptincj992,p90p100,2003,0.33809999,992,j
PT,sptincj992,p90p100,2004,0.3531,992,j
PT,sptincj992,p90p100,2005,0.3493,992,j
PT,sptincj992,p90p100,2006,0.34450001,992,j
PT,sptincj992,p90p100,2007,0.34439999,992,j
PT,sptincj992,p90p100,2008,0.33109999,992,j
PT,sptincj992,p90p100,2009,0.32910001,992,j
PT,sptincj992,p90p100,2010,0.32530001,992,j
PT,sptincj992,p90p100,2011,0.33160001,992,j
PT,sptincj992,p90p100,2012,0.32179999,992,j
PT,sptincj992,p90p100,2013,0.32100001,992,j
PT,sptincj992,p90p100,2014,0.32870001,992,j
PT,sptincj992,p90p100,2015,0.3267,992,j
PT,sptincj992,p90p100,2016,0.3272,992,j
QA,sptincj992,p90p100,1990,0.56290001,992,j
QA,sptincj992,p90p100,1991,0.56470001,992,j
QA,sptincj992,p90p100,1992,0.56660002,992,j
QA,sptincj992,p90p100,1993,0.5686,992,j
QA,sptincj992,p90p100,1994,0.57050002,992,j
QA,sptincj992,p90p100,1995,0.57260001,992,j
QA,sptincj992,p90p100,1996,0.5747,992,j
QA,sptincj992,p90p100,1997,0.57679999,992,j
QA,sptincj992,p90p100,1998,0.57959998,992,j
QA,sptincj992,p90p100,1999,0.58240002,992,j
QA,sptincj992,p90p100,2000,0.58530003,992,j
QA,sptincj992,p90p100,2001,0.58819997,992,j
QA,sptincj992,p90p100,2002,0.59119999,992,j
QA,sptincj992,p90p100,2003,0.5941,992,j
QA,sptincj992,p90p100,2004,0.59710002,992,j
QA,sptincj992,p90p100,2005,0.61790001,992,j
QA,sptincj992,p90p100,2006,0.64090002,992,j
QA,sptincj992,p90p100,2007,0.66180003,992,j
QA,sptincj992,p90p100,2008,0.68239999,992,j
QA,sptincj992,p90p100,2009,0.69880003,992,j
QA,sptincj992,p90p100,2010,0.66289997,992,j
QA,sptincj992,p90p100,2011,0.66680002,992,j
QA,sptincj992,p90p100,2012,0.67079997,992,j
QA,sptincj992,p90p100,2013,0.67470002,992,j
QA,sptincj992,p90p100,2014,0.6785,992,j
QA,sptincj992,p90p100,2015,0.68239999,992,j
QA,sptincj992,p90p100,2016,0.68239999,992,j
RO,sptincj992,p90p100,1989,0.20190001,992,j
RO,sptincj992,p90p100,1990,0.2051,992,j
RO,sptincj992,p90p100,1991,0.2141,992,j
RO,sptincj992,p90p100,1992,0.2168,992,j
RO,sptincj992,p90p100,1993,0.2289,992,j
RO,sptincj992,p90p100,1994,0.2331,992,j
RO,sptincj992,p90p100,1995,0.23810001,992,j
RO,sptincj992,p90p100,1996,0.2448,992,j
RO,sptincj992,p90p100,1997,0.26530001,992,j
RO,sptincj992,p90p100,1998,0.25749999,992,j
RO,sptincj992,p90p100,1999,0.26550001,992,j
RO,sptincj992,p90p100,2000,0.26949999,992,j
RO,sptincj992,p90p100,2001,0.27110001,992,j
RO,sptincj992,p90p100,2002,0.28349999,992,j
RO,sptincj992,p90p100,2003,0.29710001,992,j
RO,sptincj992,p90p100,2004,0.3026,992,j
RO,sptincj992,p90p100,2005,0.30989999,992,j
RO,sptincj992,p90p100,2006,0.32030001,992,j
RO,sptincj992,p90p100,2007,0.33149999,992,j
RO,sptincj992,p90p100,2008,0.31020001,992,j
RO,sptincj992,p90p100,2009,0.29480001,992,j
RO,sptincj992,p90p100,2010,0.28029999,992,j
RO,sptincj992,p90p100,2011,0.27340001,992,j
RO,sptincj992,p90p100,2012,0.27720001,992,j
RO,sptincj992,p90p100,2013,0.28040001,992,j
RO,sptincj992,p90p100,2014,0.2827,992,j
RO,sptincj992,p90p100,2015,0.28459999,992,j
RO,sptincj992,p90p100,2016,0.28060001,992,j
RS,sptincj992,p90p100,1983,0.23450001,992,j
RS,sptincj992,p90p100,1984,0.23729999,992,j
RS,sptincj992,p90p100,1985,0.2359,992,j
RS,sptincj992,p90p100,1986,0.2393,992,j
RS,sptincj992,p90p100,1987,0.24959999,992,j
RS,sptincj992,p90p100,1988,0.2386,992,j
RS,sptincj992,p90p100,1989,0.23810001,992,j
RS,sptincj992,p90p100,1990,0.23800001,992,j
RS,sptincj992,p90p100,2006,0.29589999,992,j
RS,sptincj992,p90p100,2007,0.29100001,992,j
RS,sptincj992,p90p100,2008,0.28850001,992,j
RS,sptincj992,p90p100,2009,0.285,992,j
RS,sptincj992,p90p100,2010,0.28709999,992,j
RS,sptincj992,p90p100,2011,0.28690001,992,j
RS,sptincj992,p90p100,2012,0.2902,992,j
RS,sptincj992,p90p100,2013,0.30329999,992,j
RS,sptincj992,p90p100,2014,0.3028,992,j
RS,sptincj992,p90p100,2015,0.30840001,992,j
RS,sptincj992,p90p100,2016,0.29730001,992,j
RU,sptincj992,p90p100,1905,0.46880001,992,j
RU,sptincj992,p90p100,1928,0.2246,992,j
RU,sptincj992,p90p100,1934,0.2473,992,j
RU,sptincj992,p90p100,1956,0.25639999,992,j
RU,sptincj992,p90p100,1959,0.26199999,992,j
RU,sptincj992,p90p100,1961,0.25650001,992,j
RU,sptincj992,p90p100,1964,0.2464,992,j
RU,sptincj992,p90p100,1966,0.2322,992,j
RU,sptincj992,p90p100,1968,0.21610001,992,j
RU,sptincj992,p90p100,1972,0.2192,992,j
RU,sptincj992,p90p100,1976,0.2166,992,j
RU,sptincj992,p90p100,1980,0.2102,992,j
RU,sptincj992,p90p100,1985,0.2237,992,j
RU,sptincj992,p90p100,1988,0.2238,992,j
RU,sptincj992,p90p100,1989,0.23720001,992,j
RU,sptincj992,p90p100,1990,0.2358,992,j
RU,sptincj992,p90p100,1991,0.2463,992,j
RU,sptincj992,p90p100,1992,0.32370001,992,j
RU,sptincj992,p90p100,1993,0.34290001,992,j
RU,sptincj992,p90p100,1994,0.40580001,992,j
RU,sptincj992,p90p100,1995,0.42449999,992,j
RU,sptincj992,p90p100,1996,0.48320001,992,j
RU,sptincj992,p90p100,1997,0.4517,992,j
RU,sptincj992,p90p100,1998,0.43239999,992,j
RU,sptincj992,p90p100,1999,0.45950001,992,j
RU,sptincj992,p90p100,2000,0.48190001,992,j
RU,sptincj992,p90p100,2001,0.49529999,992,j
RU,sptincj992,p90p100,2002,0.47940001,992,j
RU,sptincj992,p90p100,2003,0.48179999,992,j
RU,sptincj992,p90p100,2004,0.4824,992,j
RU,sptincj992,p90p100,2005,0.47400001,992,j
RU,sptincj992,p90p100,2006,0.49239999,992,j
RU,sptincj992,p90p100,2007,0.4901,992,j
RU,sptincj992,p90p100,2008,0.52139997,992,j
RU,sptincj992,p90p100,2009,0.49649999,992,j
RU,sptincj992,p90p100,2010,0.4684,992,j
RU,sptincj992,p90p100,2011,0.48069999,992,j
RU,sptincj992,p90p100,2012,0.4553,992,j
RU,sptincj992,p90p100,2013,0.4727,992,j
RU,sptincj992,p90p100,2014,0.4567,992,j
RU,sptincj992,p90p100,2015,0.45519999,992,j
RW,sptincj992,p90p100,1984,0.3922874932,992,j
RW,sptincj992,p90p100,1985,0.4048570304,992,j
RW,sptincj992,p90p100,1986,0.4174265625,992,j
RW,sptincj992,p90p100,1987,0.4299960939,992,j
RW,sptincj992,p90p100,1988,0.44256564,992,j
RW,sptincj992,p90p100,1989,0.4551351685,992,j
RW,sptincj992,p90p100,1990,0.4677046855,992,j
RW,sptincj992,p90p100,1991,0.4802742304,992,j
RW,sptincj992,p90p100,1992,0.4928437582,992,j
RW,sptincj992,p90p100,1993,0.5054132957,992,j
RW,sptincj992,p90p100,1994,0.5179828263,992,j
RW,sptincj992,p90p100,1995,0.5305523704,992,j
RW,sptincj992,p90p100,1996,0.5431219032,992,j
RW,sptincj992,p90p100,1997,0.5556914405,992,j
RW,sptincj992,p90p100,1998,0.5682609675,992,j
RW,sptincj992,p90p100,1999,0.5808305064,992,j
RW,sptincj992,p90p100,2000,0.5934000328,992,j
RW,sptincj992,p90p100,2001,0.5996063208,992,j
RW,sptincj992,p90p100,2002,0.6058125965,992,j
RW,sptincj992,p90p100,2003,0.6120188585,992,j
RW,sptincj992,p90p100,2004,0.6182251582,992,j
RW,sptincj992,p90p100,2005,0.624431422,992,j
RW,sptincj992,p90p100,2006,0.6163455041,992,j
RW,sptincj992,p90p100,2007,0.6082595596,992,j
RW,sptincj992,p90p100,2008,0.6001736454,992,j
RW,sptincj992,p90p100,2009,0.5920877148,992,j
RW,sptincj992,p90p100,2010,0.5840017967,992,j
RW,sptincj992,p90p100,2011,0.5772329217,992,j
RW,sptincj992,p90p100,2012,0.5704640516,992,j
RW,sptincj992,p90p100,2013,0.5636951757,992,j
RW,sptincj992,p90p100,2014,0.5536627922,992,j
RW,sptincj992,p90p100,2015,0.5436303942,992,j
RW,sptincj992,p90p100,2016,0.5335979864,992,j
SA,sptincj992,p90p100,1990,0.62180001,992,j
SA,sptincj992,p90p100,1991,0.62180001,992,j
SA,sptincj992,p90p100,1992,0.62180001,992,j
SA,sptincj992,p90p100,1993,0.62180001,992,j
SA,sptincj992,p90p100,1994,0.62180001,992,j
SA,sptincj992,p90p100,1995,0.62180001,992,j
SA,sptincj992,p90p100,1996,0.62180001,992,j
SA,sptincj992,p90p100,1997,0.62180001,992,j
SA,sptincj992,p90p100,1998,0.62180001,992,j
SA,sptincj992,p90p100,1999,0.62180001,992,j
SA,sptincj992,p90p100,2000,0.62180001,992,j
SA,sptincj992,p90p100,2001,0.62180001,992,j
SA,sptincj992,p90p100,2002,0.62180001,992,j
SA,sptincj992,p90p100,2003,0.62180001,992,j
SA,sptincj992,p90p100,2004,0.62180001,992,j
SA,sptincj992,p90p100,2005,0.62180001,992,j
SA,sptincj992,p90p100,2006,0.62180001,992,j
SA,sptincj992,p90p100,2007,0.62180001,992,j
SA,sptincj992,p90p100,2008,0.62180001,992,j
SA,sptincj992,p90p100,2009,0.62180001,992,j
SA,sptincj992,p90p100,2010,0.62180001,992,j
SA,sptincj992,p90p100,2011,0.62180001,992,j
SA,sptincj992,p90p100,2012,0.62180001,992,j
SA,sptincj992,p90p100,2013,0.62180001,992,j
SA,sptincj992,p90p100,2014,0.62180001,992,j
SA,sptincj992,p90p100,2015,0.62180001,992,j
SA,sptincj992,p90p100,2016,0.62180001,992,j
SC,sptincj992,p90p100,1990,0.521993121,992,j
SC,sptincj992,p90p100,1991,0.521993121,992,j
SC,sptincj992,p90p100,1992,0.521993121,992,j
SC,sptincj992,p90p100,1993,0.521993121,992,j
SC,sptincj992,p90p100,1994,0.521993121,992,j
SC,sptincj992,p90p100,1995,0.521993121,992,j
SC,sptincj992,p90p100,1996,0.521993121,992,j
SC,sptincj992,p90p100,1997,0.521993121,992,j
SC,sptincj992,p90p100,1998,0.521993121,992,j
SC,sptincj992,p90p100,1999,0.521993121,992,j
SC,sptincj992,p90p100,2000,0.5210728055,992,j
SC,sptincj992,p90p100,2001,0.5201524707,992,j
SC,sptincj992,p90p100,2002,0.5192321581,992,j
SC,sptincj992,p90p100,2003,0.5183118265,992,j
SC,sptincj992,p90p100,2004,0.5173915136,992,j
SC,sptincj992,p90p100,2005,0.516471196,992,j
SC,sptincj992,p90p100,2006,0.5155508734,992,j
SC,sptincj992,p90p100,2007,0.5155508734,992,j
SC,sptincj992,p90p100,2008,0.5155508734,992,j
SC,sptincj992,p90p100,2009,0.5155508734,992,j
SC,sptincj992,p90p100,2010,0.5155508734,992,j
SC,sptincj992,p90p100,2011,0.5155508734,992,j
SC,sptincj992,p90p100,2012,0.5155508734,992,j
SC,sptincj992,p90p100,2013,0.5155508734,992,j
SC,sptincj992,p90p100,2014,0.5155508734,992,j
SC,sptincj992,p90p100,2015,0.5155508734,992,j
SC,sptincj992,p90p100,2016,0.5155508734,992,j
SD,sptincj992,p90p100,1990,0.4195954309,992,j
SD,sptincj992,p90p100,1991,0.4195954309,992,j
SD,sptincj992,p90p100,1992,0.4195954309,992,j
SD,sptincj992,p90p100,1993,0.4195954309,992,j
SD,sptincj992,p90p100,1994,0.4195954309,992,j
SD,sptincj992,p90p100,1995,0.4195954309,992,j
SD,sptincj992,p90p100,1996,0.4195954309,992,j
SD,sptincj992,p90p100,1997,0.4195954309,992,j
SD,sptincj992,p90p100,1998,0.4195954309,992,j
SD,sptincj992,p90p100,1999,0.4195954309,992,j
SD,sptincj992,p90p100,2000,0.4195954309,992,j
SD,sptincj992,p90p100,2001,0.4195954309,992,j
SD,sptincj992,p90p100,2002,0.4195954309,992,j
SD,sptincj992,p90p100,2003,0.4195954309,992,j
SD,sptincj992,p90p100,2004,0.4195954309,992,j
SD,sptincj992,p90p100,2005,0.4195954309,992,j
SD,sptincj992,p90p100,2006,0.4195954309,992,j
SD,sptincj992,p90p100,2007,0.4195954309,992,j
SD,sptincj992,p90p100,2008,0.4195954309,992,j
SD,sptincj992,p90p100,2009,0.4195954309,992,j
SD,sptincj992,p90p100,2010,0.4195954309,992,j
SD,sptincj992,p90p100,2011,0.4195954309,992,j
SD,sptincj992,p90p100,2012,0.4195954309,992,j
SD,sptincj992,p90p100,2013,0.4195954309,992,j
SD,sptincj992,p90p100,2014,0.4195954309,992,j
SD,sptincj992,p90p100,2015,0.4195954309,992,j
SD,sptincj992,p90p100,2016,0.4195954309,992,j
SE,sptincj992,p90p100,1980,0.22149999,992,j
SE,sptincj992,p90p100,1981,0.21969999,992,j
SE,sptincj992,p90p100,1982,0.2261,992,j
SE,sptincj992,p90p100,1983,0.2282,992,j
SE,sptincj992,p90p100,1984,0.23549999,992,j
SE,sptincj992,p90p100,1985,0.23450001,992,j
SE,sptincj992,p90p100,1986,0.2325,992,j
SE,sptincj992,p90p100,1987,0.2331,992,j
SE,sptincj992,p90p100,1988,0.2362,992,j
SE,sptincj992,p90p100,1989,0.2318,992,j
SE,sptincj992,p90p100,1990,0.2238,992,j
SE,sptincj992,p90p100,1991,0.23289999,992,j
SE,sptincj992,p90p100,1992,0.2326,992,j
SE,sptincj992,p90p100,1993,0.2402,992,j
SE,sptincj992,p90p100,1994,0.25979999,992,j
SE,sptincj992,p90p100,1995,0.26449999,992,j
SE,sptincj992,p90p100,1996,0.2608,992,j
SE,sptincj992,p90p100,1997,0.26539999,992,j
SE,sptincj992,p90p100,1998,0.26190001,992,j
SE,sptincj992,p90p100,1999,0.26350001,992,j
SE,sptincj992,p90p100,2000,0.26050001,992,j
SE,sptincj992,p90p100,2001,0.25529999,992,j
SE,sptincj992,p90p100,2002,0.2563,992,j
SE,sptincj992,p90p100,2003,0.26269999,992,j
SE,sptincj992,p90p100,2004,0.26440001,992,j
SE,sptincj992,p90p100,2005,0.26890001,992,j
SE,sptincj992,p90p100,2006,0.2782,992,j
SE,sptincj992,p90p100,2007,0.27489999,992,j
SE,sptincj992,p90p100,2008,0.26789999,992,j
SE,sptincj992,p90p100,2009,0.25940001,992,j
SE,sptincj992,p90p100,2010,0.2705,992,j
SE,sptincj992,p90p100,2011,0.26609999,992,j
SE,sptincj992,p90p100,2012,0.26449999,992,j
SE,sptincj992,p90p100,2013,0.2651,992,j
SE,sptincj992,p90p100,2014,0.2807,992,j
SE,sptincj992,p90p100,2015,0.28130001,992,j
SE,sptincj992,p90p100,2016,0.27669999,992,j
SI,sptincj992,p90p100,1983,0.19159999,992,j
SI,sptincj992,p90p100,1984,0.19159999,992,j
SI,sptincj992,p90p100,1985,0.19159999,992,j
SI,sptincj992,p90p100,1986,0.19159999,992,j
SI,sptincj992,p90p100,1987,0.19159999,992,j
SI,sptincj992,p90p100,1988,0.19159999,992,j
SI,sptincj992,p90p100,1989,0.19159999,992,j
SI,sptincj992,p90p100,1990,0.19159999,992,j
SI,sptincj992,p90p100,1991,0.19220001,992,j
SI,sptincj992,p90p100,1992,0.2018,992,j
SI,sptincj992,p90p100,1993,0.2286,992,j
SI,sptincj992,p90p100,1994,0.2229,992,j
SI,sptincj992,p90p100,1995,0.2388,992,j
SI,sptincj992,p90p100,1996,0.2455,992,j
SI,sptincj992,p90p100,1997,0.2439,992,j
SI,sptincj992,p90p100,1998,0.24529999,992,j
SI,sptincj992,p90p100,1999,0.252,992,j
SI,sptincj992,p90p100,2000,0.2472,992,j
SI,sptincj992,p90p100,2001,0.2439,992,j
SI,sptincj992,p90p100,2002,0.24959999,992,j
SI,sptincj992,p90p100,2003,0.25400001,992,j
SI,sptincj992,p90p100,2004,0.25459999,992,j
SI,sptincj992,p90p100,2005,0.25420001,992,j
SI,sptincj992,p90p100,2006,0.25279999,992,j
SI,sptincj992,p90p100,2007,0.25060001,992,j
SI,sptincj992,p90p100,2008,0.2498,992,j
SI,sptincj992,p90p100,2009,0.24770001,992,j
SI,sptincj992,p90p100,2010,0.25170001,992,j
SI,sptincj992,p90p100,2011,0.24770001,992,j
SI,sptincj992,p90p100,2012,0.2536,992,j
SI,sptincj992,p90p100,2013,0.26339999,992,j
SI,sptincj992,p90p100,2014,0.26859999,992,j
SI,sptincj992,p90p100,2015,0.26249999,992,j
SI,sptincj992,p90p100,2016,0.26370001,992,j
SK,sptincj992,p90p100,1980,0.19769999,992,j
SK,sptincj992,p90p100,1981,0.1965,992,j
SK,sptincj992,p90p100,1982,0.19580001,992,j
SK,sptincj992,p90p100,1983,0.1954,992,j
SK,sptincj992,p90p100,1984,0.19580001,992,j
SK,sptincj992,p90p100,1985,0.19509999,992,j
SK,sptincj992,p90p100,1986,0.1972,992,j
SK,sptincj992,p90p100,1987,0.1998,992,j
SK,sptincj992,p90p100,1988,0.1987,992,j
SK,sptincj992,p90p100,1989,0.1963,992,j
SK,sptincj992,p90p100,1990,0.1956,992,j
SK,sptincj992,p90p100,1991,0.19930001,992,j
SK,sptincj992,p90p100,1992,0.2182,992,j
SK,sptincj992,p90p100,1993,0.2261,992,j
SK,sptincj992,p90p100,1994,0.2423,992,j
SK,sptincj992,p90p100,1995,0.24259999,992,j
SK,sptincj992,p90p100,1996,0.2384,992,j
SK,sptincj992,p90p100,1997,0.23909999,992,j
SK,sptincj992,p90p100,1998,0.2412,992,j
SK,sptincj992,p90p100,1999,0.2377,992,j
SK,sptincj992,p90p100,2000,0.2414,992,j
SK,sptincj992,p90p100,2001,0.2491,992,j
SK,sptincj992,p90p100,2002,0.2466,992,j
SK,sptincj992,p90p100,2003,0.2367,992,j
SK,sptincj992,p90p100,2004,0.2413,992,j
SK,sptincj992,p90p100,2005,0.2396,992,j
SK,sptincj992,p90p100,2006,0.23980001,992,j
SK,sptincj992,p90p100,2007,0.2445,992,j
SK,sptincj992,p90p100,2008,0.2445,992,j
SK,sptincj992,p90p100,2009,0.23360001,992,j
SK,sptincj992,p90p100,2010,0.2476,992,j
SK,sptincj992,p90p100,2011,0.2475,992,j
SK,sptincj992,p90p100,2012,0.23100001,992,j
SK,sptincj992,p90p100,2013,0.22759999,992,j
SK,sptincj992,p90p100,2014,0.24869999,992,j
SK,sptincj992,p90p100,2015,0.22149999,992,j
SK,sptincj992,p90p100,2016,0.22840001,992,j
SL,sptincj992,p90p100,1989,0.5925254825,992,j
SL,sptincj992,p90p100,1990,0.5847547386,992,j
SL,sptincj992,p90p100,1991,0.5769839989,992,j
SL,sptincj992,p90p100,1992,0.5692132566,992,j
SL,sptincj992,p90p100,1993,0.5614425248,992,j
SL,sptincj992,p90p100,1994,0.5536717878,992,j
SL,sptincj992,p90p100,1995,0.5459010405,992,j
SL,sptincj992,p90p100,1996,0.5381302957,992,j
SL,sptincj992,p90p100,1997,0.5303595662,992,j
SL,sptincj992,p90p100,1998,0.5225888251,992,j
