election_id,country_name,election_date,party_id,vote_share,seats,seats_total
895,Denmark,1924-04-11,1629,36.6,55,148
895,Denmark,1924-04-11,1605,28.3,44,148
895,Denmark,1924-04-11,590,18.9,28,148
895,Denmark,1924-04-11,211,13,20,148
895,Denmark,1924-04-11,812,0.6,1,148
895,Denmark,1924-04-11,1606,1,0,148
896,Denmark,1926-12-02,1629,37.2,53,148
896,Denmark,1926-12-02,1605,28.3,46,148
896,Denmark,1926-12-02,590,20.6,30,148
896,Denmark,1926-12-02,211,11.3,16,148
896,Denmark,1926-12-02,1606,1.3,2,148
896,Denmark,1926-12-02,812,0.8,1,148
896,Denmark,1926-12-02,1239,0.4,0,148
897,Denmark,1929-04-02,1629,41.8,61,148
897,Denmark,1929-04-02,1605,28.3,43,148
897,Denmark,1929-04-02,590,16.5,24,148
897,Denmark,1929-04-02,211,10.7,16,148
897,Denmark,1929-04-02,1606,1.8,3,148
897,Denmark,1929-04-02,812,0.7,1,148
897,Denmark,1929-04-02,1239,0.2,0,148
898,Denmark,1932-11-16,1629,42.7,62,148
898,Denmark,1932-11-16,1605,24.7,38,148
898,Denmark,1932-11-16,590,18.7,27,148
898,Denmark,1932-11-16,211,9.4,14,148
898,Denmark,1932-11-16,1606,2.7,4,148
898,Denmark,1932-11-16,1239,1.1,2,148
898,Denmark,1932-11-16,812,0.6,1,148
898,Denmark,1932-11-16,2432,0.1,0,148
899,Denmark,1935-10-22,1629,46.1,68,148
899,Denmark,1935-10-22,1605,17.8,28,148
899,Denmark,1935-10-22,590,17.8,26,148
899,Denmark,1935-10-22,211,9.2,14,148
899,Denmark,1935-10-22,2428,3.2,5,148
899,Denmark,1935-10-22,1606,2.5,4,148
899,Denmark,1935-10-22,1239,1.9,2,148
899,Denmark,1935-10-22,812,0.8,1,148
899,Denmark,1935-10-22,2432,1,0,148
900,Denmark,1939-04-03,1629,42.9,64,148
900,Denmark,1939-04-03,1605,18.2,30,148
900,Denmark,1939-04-03,590,17.8,26,148
900,Denmark,1939-04-03,211,9.5,14,148
900,Denmark,1939-04-03,2428,3,4,148
900,Denmark,1939-04-03,1239,2.4,3,148
900,Denmark,1939-04-03,1606,2,3,148
900,Denmark,1939-04-03,2432,1.8,3,148
900,Denmark,1939-04-03,412,0.5,1,148
900,Denmark,1939-04-03,2431,1,0,148
901,Denmark,1943-03-23,1629,44.5,66,148
901,Denmark,1943-03-23,590,21,31,148
901,Denmark,1943-03-23,1605,18.7,28,148
901,Denmark,1943-03-23,211,8.7,13,148
901,Denmark,1943-03-23,412,2.2,3,148
901,Denmark,1943-03-23,2432,2.1,3,148
901,Denmark,1943-03-23,1606,1.6,2,148
901,Denmark,1943-03-23,2428,1.2,2,148
901,Denmark,1943-03-23,1128,0,0,148
121,Denmark,1945-10-30,1629,32.78,48,149
121,Denmark,1945-10-30,1605,23.38,38,149
121,Denmark,1945-10-30,590,18.2,26,149
121,Denmark,1945-10-30,1239,12.5,18,149
121,Denmark,1945-10-30,211,8.2,11,149
121,Denmark,1945-10-30,412,3.1,4,149
121,Denmark,1945-10-30,1606,1.87,3,149
121,Denmark,1945-10-30,1634,NA,1,149
541,Denmark,1947-10-28,1629,40,57,150
541,Denmark,1947-10-28,1605,25.39,46,150
541,Denmark,1947-10-28,590,12.4,17,150
541,Denmark,1947-10-28,211,6.9,10,150
541,Denmark,1947-10-28,1239,6.8,9,150
541,Denmark,1947-10-28,1606,4.5,6,150
541,Denmark,1947-10-28,1786,2.2,3,150
541,Denmark,1947-10-28,1634,NA,2,150
541,Denmark,1947-10-28,412,1.2,0,150
430,Denmark,1950-09-05,1629,39.6,59,151
430,Denmark,1950-09-05,1605,21.3,32,151
430,Denmark,1950-09-05,590,17.8,27,151
430,Denmark,1950-09-05,211,8.2,12,151
430,Denmark,1950-09-05,1606,8.2,12,151
430,Denmark,1950-09-05,1239,4.6,7,151
430,Denmark,1950-09-05,1634,NA,2,151
430,Denmark,1950-09-05,812,0.3,0,151
213,Denmark,1953-04-21,1629,40.4,61,151
213,Denmark,1953-04-21,1605,22.1,33,151
213,Denmark,1953-04-21,590,17.3,26,151
213,Denmark,1953-04-21,211,8.6,13,151
213,Denmark,1953-04-21,1606,5.6,9,151
213,Denmark,1953-04-21,1239,4.8,7,151
213,Denmark,1953-04-21,1634,NA,2,151
213,Denmark,1953-04-21,412,0.8,0,151
630,Denmark,1953-09-22,1629,41.3,74,179
630,Denmark,1953-09-22,1605,23.1,42,179
630,Denmark,1953-09-22,590,16.8,30,179
630,Denmark,1953-09-22,211,7.8,14,179
630,Denmark,1953-09-22,1239,4.3,8,179
630,Denmark,1953-09-22,1606,3.5,6,179
630,Denmark,1953-09-22,1634,NA,4,179
630,Denmark,1953-09-22,812,0.5,1,179
630,Denmark,1953-09-22,538,2.7,0,179
263,Denmark,1957-05-14,1629,39.4,70,179
263,Denmark,1957-05-14,1605,25.1,45,179
263,Denmark,1957-05-14,590,16.6,30,179
263,Denmark,1957-05-14,211,7.8,14,179
263,Denmark,1957-05-14,1606,5.3,9,179
263,Denmark,1957-05-14,1239,3.1,6,179
263,Denmark,1957-05-14,1634,NA,4,179
263,Denmark,1957-05-14,812,0.4,1,179
263,Denmark,1957-05-14,538,2.3,0,179
73,Denmark,1960-11-15,1629,42.1,76,179
73,Denmark,1960-11-15,1605,21.1,38,179
73,Denmark,1960-11-15,590,17.9,32,179
73,Denmark,1960-11-15,1644,6.1,11,179
73,Denmark,1960-11-15,211,5.8,11,179
73,Denmark,1960-11-15,538,3.3,6,179
73,Denmark,1960-11-15,1634,NA,4,179
73,Denmark,1960-11-15,812,0.4,1,179
73,Denmark,1960-11-15,1239,1.1,0,179
73,Denmark,1960-11-15,1606,2.2,0,179
288,Denmark,1964-09-22,1629,41.9,76,179
288,Denmark,1964-09-22,1605,20.8,38,179
288,Denmark,1964-09-22,590,20.1,36,179
288,Denmark,1964-09-22,1644,5.8,10,179
288,Denmark,1964-09-22,211,5.3,10,179
288,Denmark,1964-09-22,538,2.5,5,179
288,Denmark,1964-09-22,1634,NA,4,179
288,Denmark,1964-09-22,1239,1.2,0,179
288,Denmark,1964-09-22,1606,1.3,0,179
97,Denmark,1966-11-22,1629,38.26,69,179
97,Denmark,1966-11-22,1605,19.29,35,179
97,Denmark,1966-11-22,590,18.68,34,179
97,Denmark,1966-11-22,1644,10.9,20,179
97,Denmark,1966-11-22,211,7.3,13,179
97,Denmark,1966-11-22,1478,2.5,4,179
97,Denmark,1966-11-22,1634,NA,4,179
97,Denmark,1966-11-22,538,1.6,0,179
531,Denmark,1968-01-23,1629,34.1,62,179
531,Denmark,1968-01-23,590,20.4,37,179
531,Denmark,1968-01-23,1605,18.6,34,179
531,Denmark,1968-01-23,211,15,27,179
531,Denmark,1968-01-23,1644,6.1,11,179
531,Denmark,1968-01-23,1634,NA,4,179
531,Denmark,1968-01-23,189,2,4,179
531,Denmark,1968-01-23,1478,1.3,0,179
531,Denmark,1968-01-23,1239,1.04,0,179
400,Denmark,1971-09-21,1629,37.3,70,179
400,Denmark,1971-09-21,590,16.7,31,179
400,Denmark,1971-09-21,1605,15.6,30,179
400,Denmark,1971-09-21,211,14.3,27,179
400,Denmark,1971-09-21,1644,9.1,17,179
400,Denmark,1971-09-21,1634,NA,4,179
400,Denmark,1971-09-21,1331,2,0,179
400,Denmark,1971-09-21,189,1.6,0,179
400,Denmark,1971-09-21,1239,1.4,0,179
400,Denmark,1971-09-21,1606,1.7,0,179
64,Denmark,1973-12-04,1629,25.6,46,179
64,Denmark,1973-12-04,978,15.9,27,179
64,Denmark,1973-12-04,1605,12.3,22,179
64,Denmark,1973-12-04,211,11.2,20,179
64,Denmark,1973-12-04,590,9.2,16,179
64,Denmark,1973-12-04,1324,7.8,13,179
64,Denmark,1973-12-04,1644,6,11,179
64,Denmark,1973-12-04,1331,4,7,179
64,Denmark,1973-12-04,1239,3.6,6,179
64,Denmark,1973-12-04,1606,2.9,5,179
64,Denmark,1973-12-04,1634,NA,4,179
64,Denmark,1973-12-04,812,NA,1,179
64,Denmark,1973-12-04,538,NA,1,179
64,Denmark,1973-12-04,189,1.5,0,179
464,Denmark,1975-01-09,1629,29.9,53,179
464,Denmark,1975-01-09,1605,23.3,42,179
464,Denmark,1975-01-09,978,13.6,24,179
464,Denmark,1975-01-09,211,7.1,13,179
464,Denmark,1975-01-09,590,5.5,10,179
464,Denmark,1975-01-09,1644,5,9,179
464,Denmark,1975-01-09,1331,5.3,9,179
464,Denmark,1975-01-09,1239,4.2,7,179
464,Denmark,1975-01-09,1634,NA,4,179
464,Denmark,1975-01-09,189,2.1,4,179
464,Denmark,1975-01-09,1324,2.2,3,179
464,Denmark,1975-01-09,812,NA,1,179
464,Denmark,1975-01-09,1606,1.8,0,179
409,Denmark,1977-02-15,1629,37,65,179
409,Denmark,1977-02-15,978,14.6,26,179
409,Denmark,1977-02-15,1605,12,21,179
409,Denmark,1977-02-15,590,8.5,15,179
409,Denmark,1977-02-15,1324,6.4,10,179
409,Denmark,1977-02-15,1239,3.7,7,179
409,Denmark,1977-02-15,1644,3.9,7,179
409,Denmark,1977-02-15,1331,3.4,6,179
409,Denmark,1977-02-15,211,3.6,6,179
409,Denmark,1977-02-15,1606,3.3,6,179
409,Denmark,1977-02-15,189,2.7,5,179
409,Denmark,1977-02-15,1634,NA,4,179
409,Denmark,1977-02-15,812,NA,1,179
409,Denmark,1977-02-15,2058,0.9,0,179
242,Denmark,1979-10-23,1629,38.3,68,179
242,Denmark,1979-10-23,590,12.5,22,179
242,Denmark,1979-10-23,1605,12.5,22,179
242,Denmark,1979-10-23,978,11,20,179
242,Denmark,1979-10-23,1644,5.9,11,179
242,Denmark,1979-10-23,211,5.4,10,179
242,Denmark,1979-10-23,1324,3.2,6,179
242,Denmark,1979-10-23,189,3.7,6,179
242,Denmark,1979-10-23,1331,2.6,5,179
242,Denmark,1979-10-23,1606,2.6,5,179
242,Denmark,1979-10-23,1634,NA,4,179
242,Denmark,1979-10-23,1239,1.9,0,179
179,Denmark,1981-12-08,1629,32.9,59,179
179,Denmark,1981-12-08,590,14.5,26,179
179,Denmark,1981-12-08,1644,11.3,21,179
179,Denmark,1981-12-08,1605,11.3,20,179
179,Denmark,1981-12-08,978,8.9,16,179
179,Denmark,1981-12-08,1324,8.3,15,179
179,Denmark,1981-12-08,211,5.1,9,179
179,Denmark,1981-12-08,189,2.6,5,179
179,Denmark,1981-12-08,1331,2.3,4,179
179,Denmark,1981-12-08,1634,NA,4,179
179,Denmark,1981-12-08,1239,1.1,0,179
179,Denmark,1981-12-08,1606,1.4,0,179
597,Denmark,1984-01-10,1629,31.6,56,179
597,Denmark,1984-01-10,590,23.4,42,179
597,Denmark,1984-01-10,1605,12.1,22,179
597,Denmark,1984-01-10,1644,11.5,21,179
597,Denmark,1984-01-10,211,5.5,10,179
597,Denmark,1984-01-10,1324,4.6,8,179
597,Denmark,1984-01-10,978,3.6,6,179
597,Denmark,1984-01-10,1331,2.7,5,179
597,Denmark,1984-01-10,189,2.7,5,179
597,Denmark,1984-01-10,2575,NA,1,179
597,Denmark,1984-01-10,74,NA,1,179
597,Denmark,1984-01-10,2574,NA,1,179
597,Denmark,1984-01-10,1892,NA,1,179
597,Denmark,1984-01-10,1606,1.5,0,179
226,Denmark,1987-09-08,1629,29.3,54,179
226,Denmark,1987-09-08,590,20.8,38,179
226,Denmark,1987-09-08,1644,14.6,27,179
226,Denmark,1987-09-08,1605,10.5,19,179
226,Denmark,1987-09-08,211,6.2,11,179
226,Denmark,1987-09-08,1324,4.8,9,179
226,Denmark,1987-09-08,978,4.8,9,179
226,Denmark,1987-09-08,1331,2.4,4,179
226,Denmark,1987-09-08,367,2.2,4,179
226,Denmark,1987-09-08,2575,NA,1,179
226,Denmark,1987-09-08,74,NA,1,179
226,Denmark,1987-09-08,2574,NA,1,179
226,Denmark,1987-09-08,1894,NA,1,179
226,Denmark,1987-09-08,797,1.3,0,179
226,Denmark,1987-09-08,189,1.4,0,179
387,Denmark,1988-05-10,1629,29.8,55,179
387,Denmark,1988-05-10,590,19.3,35,179
387,Denmark,1988-05-10,1644,13,24,179
387,Denmark,1988-05-10,1605,11.8,22,179
387,Denmark,1988-05-10,978,9,16,179
387,Denmark,1988-05-10,211,5.6,10,179
387,Denmark,1988-05-10,1324,4.7,9,179
387,Denmark,1988-05-10,1331,2,4,179
387,Denmark,1988-05-10,2575,NA,1,179
387,Denmark,1988-05-10,74,NA,1,179
387,Denmark,1988-05-10,2574,NA,1,179
387,Denmark,1988-05-10,1892,NA,1,179
387,Denmark,1988-05-10,797,1.4,0,179
387,Denmark,1988-05-10,367,1.9,0,179
157,Denmark,1990-12-12,1629,37.4,69,179
157,Denmark,1990-12-12,590,16,30,179
157,Denmark,1990-12-12,1605,15.8,29,179
157,Denmark,1990-12-12,1644,8.3,15,179
157,Denmark,1990-12-12,978,6.4,12,179
157,Denmark,1990-12-12,1324,5.1,9,179
157,Denmark,1990-12-12,211,3.5,7,179
157,Denmark,1990-12-12,1331,2.3,4,179
157,Denmark,1990-12-12,2575,NA,1,179
157,Denmark,1990-12-12,74,NA,1,179
157,Denmark,1990-12-12,2574,NA,1,179
157,Denmark,1990-12-12,1894,NA,1,179
157,Denmark,1990-12-12,306,1.7,0,179
157,Denmark,1990-12-12,367,1.8,0,179
89,Denmark,1994-09-21,1629,34.6,62,179
89,Denmark,1994-09-21,1605,23.3,42,179
89,Denmark,1994-09-21,590,15,27,179
89,Denmark,1994-09-21,1644,7.3,13,179
89,Denmark,1994-09-21,978,6.4,11,179
89,Denmark,1994-09-21,211,4.6,8,179
89,Denmark,1994-09-21,306,3.1,6,179
89,Denmark,1994-09-21,1324,2.8,5,179
89,Denmark,1994-09-21,1128,1,1,179
89,Denmark,1994-09-21,2575,NA,1,179
89,Denmark,1994-09-21,2574,NA,1,179
89,Denmark,1994-09-21,1892,NA,1,179
89,Denmark,1994-09-21,2576,NA,1,179
89,Denmark,1994-09-21,1331,1.8,0,179
389,Denmark,1998-03-11,1629,35.9,63,179
389,Denmark,1998-03-11,1605,24,42,179
389,Denmark,1998-03-11,590,8.9,16,179
389,Denmark,1998-03-11,1418,7.4,13,179
389,Denmark,1998-03-11,1644,7.6,13,179
389,Denmark,1998-03-11,1324,4.3,8,179
389,Denmark,1998-03-11,211,3.9,7,179
389,Denmark,1998-03-11,306,2.7,5,179
389,Denmark,1998-03-11,1331,2.5,4,179
389,Denmark,1998-03-11,978,2.4,4,179
389,Denmark,1998-03-11,74,NA,1,179
389,Denmark,1998-03-11,2574,NA,1,179
389,Denmark,1998-03-11,1894,NA,1,179
389,Denmark,1998-03-11,2575,NA,1,179
389,Denmark,1998-03-11,2058,0.3,0,179
632,Denmark,2001-11-20,1605,31.2,56,179
632,Denmark,2001-11-20,1629,29.1,52,179
632,Denmark,2001-11-20,1418,12.4,22,179
632,Denmark,2001-11-20,590,9.1,16,179
632,Denmark,2001-11-20,1644,6.4,12,179
632,Denmark,2001-11-20,211,5.2,9,179
632,Denmark,2001-11-20,1331,2.3,4,179
632,Denmark,2001-11-20,306,2.4,4,179
632,Denmark,2001-11-20,1891,NA,1,179
632,Denmark,2001-11-20,74,NA,1,179
632,Denmark,2001-11-20,1892,NA,1,179
632,Denmark,2001-11-20,2568,NA,1,179
632,Denmark,2001-11-20,978,0.6,0,179
563,Denmark,2005-02-08,1605,29,52,179
563,Denmark,2005-02-08,1629,25.8,47,179
563,Denmark,2005-02-08,1418,13.3,24,179
563,Denmark,2005-02-08,590,10.3,18,179
563,Denmark,2005-02-08,211,9.2,17,179
563,Denmark,2005-02-08,1644,6,11,179
563,Denmark,2005-02-08,306,3.4,6,179
563,Denmark,2005-02-08,1891,NA,1,179
563,Denmark,2005-02-08,74,NA,1,179
563,Denmark,2005-02-08,2574,NA,1,179
563,Denmark,2005-02-08,2568,NA,1,179
563,Denmark,2005-02-08,1331,1.7,0,179
563,Denmark,2005-02-08,1324,1,0,179
174,Denmark,2007-11-13,1605,26.2,46,179
174,Denmark,2007-11-13,1629,25.5,45,179
174,Denmark,2007-11-13,1418,13.9,25,179
174,Denmark,2007-11-13,1644,13,23,179
174,Denmark,2007-11-13,590,10.4,18,179
174,Denmark,2007-11-13,211,5.1,9,179
174,Denmark,2007-11-13,376,2.8,5,179
174,Denmark,2007-11-13,306,2.2,4,179
174,Denmark,2007-11-13,1892,NA,1,179
174,Denmark,2007-11-13,1891,NA,1,179
174,Denmark,2007-11-13,74,NA,1,179
174,Denmark,2007-11-13,2568,NA,1,179
174,Denmark,2007-11-13,1331,0.9,0,179
722,Denmark,2011-09-15,1605,26.41,47,179
722,Denmark,2011-09-15,1629,24.51,44,179
722,Denmark,2011-09-15,1418,12.17,22,179
722,Denmark,2011-09-15,211,9.38,17,179
722,Denmark,2011-09-15,1644,9.09,16,179
722,Denmark,2011-09-15,306,6.6,12,179
722,Denmark,2011-09-15,376,4.92,9,179
722,Denmark,2011-09-15,590,4.88,8,179
722,Denmark,2011-09-15,1891,NA,1,179
722,Denmark,2011-09-15,74,NA,1,179
722,Denmark,2011-09-15,1892,NA,1,179
722,Denmark,2011-09-15,1894,NA,1,179
722,Denmark,2011-09-15,1331,0.78,0,179
976,Denmark,2015-06-18,1629,25.66,47,179
976,Denmark,2015-06-18,1418,20.58,37,179
976,Denmark,2015-06-18,1605,19.01,34,179
976,Denmark,2015-06-18,306,7.62,14,179
976,Denmark,2015-06-18,376,7.36,13,179
976,Denmark,2015-06-18,2567,4.68,9,179
976,Denmark,2015-06-18,211,4.47,8,179
976,Denmark,2015-06-18,1644,4.09,7,179
976,Denmark,2015-06-18,590,3.27,6,179
976,Denmark,2015-06-18,1891,0.22,1,179
976,Denmark,2015-06-18,74,0.22,1,179
976,Denmark,2015-06-18,2568,0.16,1,179
976,Denmark,2015-06-18,1894,0.16,1,179
976,Denmark,2015-06-18,1331,0.81,0,179
42,Spain,1977-06-15,135,34.52,166,350
42,Spain,1977-06-15,902,29.39,118,350
42,Spain,1977-06-15,118,9.35,19,350
42,Spain,1977-06-15,645,8.23,16,350
42,Spain,1977-06-15,894,2.82,11,350
42,Spain,1977-06-15,1361,1.62,8,350
42,Spain,1977-06-15,1790,4.47,6,350
42,Spain,1977-06-15,62,0.95,2,350
42,Spain,1977-06-15,1221,0.2,1,350
42,Spain,1977-06-15,1377,0.16,1,350
42,Spain,1977-06-15,1026,0.34,1,350
42,Spain,1977-06-15,757,0.79,1,350
42,Spain,1977-06-15,2084,1.18,0,350
493,Spain,1979-03-01,135,34.95,168,350
493,Spain,1979-03-01,902,30.5,121,350
493,Spain,1979-03-01,118,10.81,23,350
493,Spain,1979-03-01,645,5.91,9,350
493,Spain,1979-03-01,894,2.7,8,350
493,Spain,1979-03-01,1361,1.65,7,350
493,Spain,1979-03-01,370,1.82,5,350
493,Spain,1979-03-01,1317,0.96,3,350
493,Spain,1979-03-01,2294,NA,2,350
493,Spain,1979-03-01,1221,0.21,1,350
493,Spain,1979-03-01,1026,0.48,1,350
493,Spain,1979-03-01,1407,2.11,1,350
493,Spain,1979-03-01,757,0.69,1,350
493,Spain,1979-03-01,2227,1.08,0,350
85,Spain,1982-10-28,902,48.34,202,350
85,Spain,1982-10-28,645,26.48,107,350
85,Spain,1982-10-28,894,3.69,12,350
85,Spain,1982-10-28,135,6.8,11,350
85,Spain,1982-10-28,1361,1.89,8,350
85,Spain,1982-10-28,118,4.04,4,350
85,Spain,1982-10-28,637,2.88,2,350
85,Spain,1982-10-28,1317,1.01,2,350
85,Spain,1982-10-28,757,0.66,1,350
85,Spain,1982-10-28,1026,0.48,1,350
254,Spain,1986-06-22,902,44.33,184,350
254,Spain,1986-06-22,645,26.13,105,350
254,Spain,1986-06-22,637,9.27,19,350
254,Spain,1986-06-22,894,5.05,18,350
254,Spain,1986-06-22,118,4.66,7,350
254,Spain,1986-06-22,1361,1.54,6,350
254,Spain,1986-06-22,1317,1.15,5,350
254,Spain,1986-06-22,1026,0.53,2,350
254,Spain,1986-06-22,443,0.32,1,350
254,Spain,1986-06-22,1221,0.36,1,350
254,Spain,1986-06-22,2294,0.4,1,350
254,Spain,1986-06-22,411,0.33,1,350
254,Spain,1986-06-22,2028,1.14,0,350
289,Spain,1989-10-29,902,39.88,175,350
289,Spain,1989-10-29,645,25.97,107,350
289,Spain,1989-10-29,894,5.07,18,350
289,Spain,1989-10-29,118,9.13,17,350
289,Spain,1989-10-29,637,7.95,14,350
289,Spain,1989-10-29,1361,1.25,5,350
289,Spain,1989-10-29,1317,1.07,4,350
289,Spain,1989-10-29,370,1.05,2,350
289,Spain,1989-10-29,443,0.71,2,350
289,Spain,1989-10-29,1026,0.52,2,350
289,Spain,1989-10-29,845,0.67,2,350
289,Spain,1989-10-29,411,0.32,1,350
289,Spain,1989-10-29,1221,0.35,1,350
289,Spain,1989-10-29,73,1.08,0,350
252,Spain,1993-06-06,902,39.1,159,350
252,Spain,1993-06-06,645,35.04,141,350
252,Spain,1993-06-06,118,9.63,18,350
252,Spain,1993-06-06,894,4.98,17,350
252,Spain,1993-06-06,1361,1.25,5,350
252,Spain,1993-06-06,234,0.88,4,350
252,Spain,1993-06-06,1317,0.88,2,350
252,Spain,1993-06-06,757,0.81,1,350
252,Spain,1993-06-06,1221,0.62,1,350
252,Spain,1993-06-06,845,0.55,1,350
252,Spain,1993-06-06,443,0.48,1,350
252,Spain,1993-06-06,637,1.77,0,350
99,Spain,1996-03-03,645,39.17,156,350
99,Spain,1996-03-03,902,38,141,350
99,Spain,1996-03-03,118,10.64,21,350
99,Spain,1996-03-03,894,4.64,16,350
99,Spain,1996-03-03,1361,1.29,5,350
99,Spain,1996-03-03,234,0.89,4,350
99,Spain,1996-03-03,520,0.89,2,350
99,Spain,1996-03-03,1317,0.73,2,350
99,Spain,1996-03-03,845,0.47,1,350
99,Spain,1996-03-03,443,0.37,1,350
99,Spain,1996-03-03,757,0.68,1,350
687,Spain,2000-03-12,645,45.24,183,350
687,Spain,2000-03-12,902,34.71,125,350
687,Spain,2000-03-12,894,4.25,15,350
687,Spain,2000-03-12,118,5.54,8,350
687,Spain,2000-03-12,1361,1.55,7,350
687,Spain,2000-03-12,234,1.09,4,350
687,Spain,2000-03-12,520,1.34,3,350
687,Spain,2000-03-12,2294,0.52,1,350
687,Spain,2000-03-12,1367,0.33,1,350
687,Spain,2000-03-12,757,0.85,1,350
687,Spain,2000-03-12,370,0.9,1,350
687,Spain,2000-03-12,845,0.44,1,350
164,Spain,2004-03-14,902,43.27,164,350
164,Spain,2004-03-14,645,38.31,148,350
164,Spain,2004-03-14,894,3.28,10,350
164,Spain,2004-03-14,757,2.56,8,350
164,Spain,2004-03-14,1361,1.65,7,350
164,Spain,2004-03-14,118,5.04,5,350
164,Spain,2004-03-14,234,0.92,3,350
164,Spain,2004-03-14,520,0.82,2,350
164,Spain,2004-03-14,845,0.32,1,350
164,Spain,2004-03-14,1367,0.37,1,350
164,Spain,2004-03-14,385,0.24,1,350
164,Spain,2004-03-14,370,0.71,0,350
500,Spain,2008-03-09,902,44.36,169,350
500,Spain,2008-03-09,645,40.1,154,350
500,Spain,2008-03-09,894,3.06,10,350
500,Spain,2008-03-09,1361,1.2,6,350
500,Spain,2008-03-09,757,1.17,3,350
500,Spain,2008-03-09,520,0.84,2,350
500,Spain,2008-03-09,118,3.81,2,350
500,Spain,2008-03-09,234,0.69,2,350
500,Spain,2008-03-09,385,0.25,1,350
500,Spain,2008-03-09,551,1.2,1,350
500,Spain,2008-03-09,2056,0.27,0,350
777,Spain,2011-11-20,645,41.9,186,350
777,Spain,2011-11-20,902,25.32,110,350
777,Spain,2011-11-20,894,4.23,16,350
777,Spain,2011-11-20,118,7.02,11,350
777,Spain,2011-11-20,845,1.39,7,350
777,Spain,2011-11-20,551,4.76,5,350
777,Spain,2011-11-20,1361,1.35,5,350
777,Spain,2011-11-20,757,1.07,3,350
777,Spain,2011-11-20,520,0.77,2,350
777,Spain,2011-11-20,234,0.6,2,350
777,Spain,2011-11-20,2294,NA,2,350
777,Spain,2011-11-20,385,0.18,1,350
777,Spain,2011-11-20,2056,0.9,0,350
777,Spain,2011-11-20,1974,3.84,NA,350
777,Spain,2011-11-20,1221,1.41,NA,350
777,Spain,2011-11-20,1976,1.41,NA,350
998,Spain,2015-12-20,645,28.72,123,350
998,Spain,2015-12-20,902,22.01,90,350
998,Spain,2015-12-20,2376,12.67,42,350
998,Spain,2015-12-20,2375,13.93,40,350
998,Spain,2015-12-20,2606,3.69,12,350
998,Spain,2015-12-20,757,2.39,9,350
998,Spain,2015-12-20,2607,2.67,9,350
998,Spain,2015-12-20,2605,2.25,8,350
998,Spain,2015-12-20,1361,1.2,6,350
998,Spain,2015-12-20,2604,1.63,6,350
998,Spain,2015-12-20,118,3.67,2,350
998,Spain,2015-12-20,2603,0.87,2,350
998,Spain,2015-12-20,234,0.33,1,350
998,Spain,2015-12-20,2381,0.87,0,350
1005,Spain,2016-06-26,645,33.03,137,350
1005,Spain,2016-06-26,902,22.66,85,350
1005,Spain,2016-06-26,2376,13.37,45,350
1005,Spain,2016-06-26,2375,13.05,32,350
1005,Spain,2016-06-26,2606,3.55,12,350
1005,Spain,2016-06-26,2607,2.74,9,350
1005,Spain,2016-06-26,757,2.63,9,350
1005,Spain,2016-06-26,2605,2.01,8,350
1005,Spain,2016-06-26,2604,1.44,5,350
1005,Spain,2016-06-26,1361,1.2,5,350
1005,Spain,2016-06-26,2603,0.77,2,350
1005,Spain,2016-06-26,234,0.33,1,350
1005,Spain,2016-06-26,2381,1.19,0,350
670,Estonia,1992-09-20,243,22,29,101
670,Estonia,1992-09-20,486,13.6,17,101
670,Estonia,1992-09-20,450,12.25,15,101
670,Estonia,1992-09-20,1448,9.73,12,101
670,Estonia,1992-09-20,552,8.79,10,101
670,Estonia,1992-09-20,1064,6.89,8,101
670,Estonia,1992-09-20,25,7.12,8,101
670,Estonia,1992-09-20,1516,2.39,1,101
670,Estonia,1992-09-20,2631,2.62,1,101
670,Estonia,1992-09-20,1553,2.91,0,101
670,Estonia,1992-09-20,1792,3.71,0,101
670,Estonia,1992-09-20,2416,1.61,0,101
600,Estonia,1995-03-05,486,32.23,41,101
600,Estonia,1995-03-05,113,16.19,19,101
600,Estonia,1995-03-05,1137,14.17,16,101
600,Estonia,1995-03-05,243,7.86,8,101
600,Estonia,1995-03-05,1590,5.87,6,101
600,Estonia,1995-03-05,1448,5.99,6,101
600,Estonia,1995-03-05,1395,5,5,101
600,Estonia,1995-03-05,1064,3.61,0,101
600,Estonia,1995-03-05,1794,2.57,0,101
600,Estonia,1995-03-05,1796,1.51,0,101
600,Estonia,1995-03-05,2416,2.27,0,101
239,Estonia,1999-03-07,1137,23.41,28,101
239,Estonia,1999-03-07,113,15.92,18,101
239,Estonia,1999-03-07,846,16.09,18,101
239,Estonia,1999-03-07,1448,15.21,17,101
239,Estonia,1999-03-07,486,7.58,7,101
239,Estonia,1999-03-07,417,7.27,7,101
239,Estonia,1999-03-07,1590,6.13,6,101
239,Estonia,1999-03-07,609,2.43,0,101
239,Estonia,1999-03-07,2266,2.03,0,101
239,Estonia,1999-03-07,2267,1.6,NA,101
423,Estonia,2003-03-02,428,24.6,28,101
423,Estonia,2003-03-02,1137,25.4,28,101
423,Estonia,2003-03-02,113,17.7,19,101
423,Estonia,2003-03-02,417,13,13,101
423,Estonia,2003-03-02,846,7.3,7,101
423,Estonia,2003-03-02,1448,7,6,101
423,Estonia,2003-03-02,1590,2.2,0,101
423,Estonia,2003-03-02,609,1.1,0,101
83,Estonia,2007-03-04,113,27.8,31,101
83,Estonia,2007-03-04,1137,26.1,29,101
83,Estonia,2007-03-04,1597,17.9,19,101
83,Estonia,2007-03-04,1448,10.6,10,101
